Messaging	the zingl api offer messag platform integr exist busi orient applic it featur autom respons real time analyt thi rest api respons json format zingl develop cloud-bas tool purpos enhanc custom servic experi
Advertising	tapcommerc mobil tablet retarget servic tapcommerc brand compani reach custom potenti custom mobil phone tablets.th tapcommerc api develop access integr function tapcommerc applic public document api access account servic
Reference	"the sao/nasa astrophys data system ad oper smithsonian astrophys observatori sao digit librari portal research astronomi physics.th ad maintain bibliograph databas 9.6 record astronomi astrophys physic arxiv e-prints.th ad maintain list link relev resourc bibliograph record databas these resourc * locat fulltext articl doi and/or openurl links* list referenc origin articl refer form list ad record link publish refer list* list cite record question citat forward link form list record ad identify* readership statist co-readership-bas user recommendationsth ad maintain archiv histor content astronom public the archiv consist 500,000 articl cover 3.5 scan each ocr searchabl ad fulltext queri search form the api user access ad archiv rest call"
Financial	exchang rate api accur exchang rate serv european central reserv bank releas it involv content return url thi api free person commerci
Messaging	the com report api return report activ user devic messag statist push channel throughput extern forward it json format secur http http //integrator-api.mobiledonky.com/reporting.svc comapi api-first messag platform
Social	the vendasta social market api http request json respons authent api key develop api identifi trend social media market purpos
Reference	in addit world weather onlin weather api helper api sit the citi search api develop citi search applic queri api citi receiv list potenti match the free version api return premium develop receiv 50 ani develop option search popular citi time zone data return restrict request popular format xml json tab delimit
Search	appolici mobil applic discoveri servic appolici includ applic iphon ipad android devic user brows search categori devic trend applic variables.th appolici api develop access integr function data appolici applic creat applic public document develop sign http //www.appolicious.com/pages/api-ad-landing-pag
Financial	financi content provid stock market data busi news content syndic servic financi content develop content traffic revenu opportun publish advertis financi media industri the stock chart api user gener static png chart demand pass paramet dtae stock symbol volum
Mapping	openpath applic user manag person locat user track visual locat share data openpath website.th openpath api develop access integr function data openpath applic creat applic api method post retriev user data
Tools	the ad exchang buyer rest api applic access updat account submit creativ discov direct deal seller it access real-tim bid account submit creativ verif check statu submit creativ googl technolog compani special internet-rel servic product includ onlin advertis technolog search cloud comput softwar hardwar
Travel	trip user search vacat rental multipl rental site visitor access short-term rental vacat home the trip api develop search properti retriev detail list rate review avail
Payments	molli netherland base sm provid sm payment servic through molli custom ideal onlin payment method netherland other payment servic paysafecard prepaid card onlin payment pay call pay minut pay sms.the payment api suit api develop access payment function molli these ideal payment integr paysafecard function websit phone base micropay the api rest call respons format xml the site document dutch
Reference	rest countri simpl api nation rest call these call user retriev countri retriev countri currenc capit citi call code region sub-region iso 639-1 languag countri code
Social	from site the friendster develop platform consist set api friendster data seamless integr friendster web site creat compel widget applic friendster 50 user the api access friendster data rich rest-styl interfac these resourc access api key share secret issu widget
Email	drip email market servic design captur contact websit visitor opt-in form these form requir user style choic readi user custom autom email contact sequenc base blog post e-book drip pre-mad sequenc blueprint drip opt-in form insert websit snippet javascript code
Tools	nimbix cloud-bas supercomput platform it aim meet data process divers industri bioinformat financ weather climat physic institut research upload feed directli nimbix then instruct user nimbix process data scene nimbix api expos cloud infrastructur integr data feed
Tools	totango custom engag platform their servic app develop busi measur improv user engag thi help develop busi acceler user retent revenu product the featur analyt tool data process segment engag tool the totango api expos servic updat function the api base rest protocol client account
Advertising	invitebox enabl user design launch social referr program onlin busi user reward custom share site social channel coupon promo code download file access lock featur custom reward custom offer reward meet numer goal referr invitebox set promot contest custom compet referrals.invitebox javascript api user creat custom reward reward condit the json-bas reward callback api issu server-to-serv call custom post social channel referr visit site complet referr goal
Telephony	the verizon termin statu api develop access verizon servic determin mobil devic onlin offlin the termin statu api applic intellig direct traffic e.g. messag request e.g. locat interact mobil devic leverag verizon network detect presenc activ devices.thi api rest soap protocol
Telephony	anveo interact voic respons servic provid the anveo api extern applic system phone call initi outbound ivr provis contactme/click call button provis manag did phone anveo call flow
Payments	the cybersourc samsung pay api return mobil payment data develop xml soap format authent http basic samsung sdk
Security	the servic altern captcha valid form submiss prevent abus submiss script bot instead enter distort charact servic seri imag human user mous draw connect imag circl unrel item an adapt ai modifi servic behavior time base aggreg user actions.api method support gener imag set javascript add challeng handl user input method return valid report user success failur complet challeng
Messaging	the gtx-messag smpp api develop integr gtx messag servic applic enabl user implement smpp interfac receiv submit messag gateway gtx messag base germani
eCommerce	the servic australian car shopper review model configur lexu automobil it select model design option model includ choic drivetrain perform comfort color featur the servic gener price effect configur choic guid shopper decisions.api method support select model comput tablet mobil devic method provid option match car model select gener purchas price car match select configur
Transportation	the coord multimod rout api plan trip citi thi walk buse train share bicycl coord enabl softwar applic connect transport option ride-hail bike-shar car-shar
Security	ca veracod provid applic secur applic test servic enterpris the veracod dynamicd api multipl call autom procedur creat configur dynamicd request
Payments	cinetpay connect applic secur payment process platform design mobil user cinetpay phone pin complet transact the api simplifi onlin payment bank account credit card token prefer method authent cinetpay mobil payment gateway provid base ivori coast west africa
Financial	the xchangeonlin api develop currenc convers function currenc round function all exchang rate current develop simpli call api function convers round amount money current currenc desir currenc api key access servic the api return money currenc desir it support wide varieti develop platform 100 currenc
Tools	the googl adsens manag api report adsens earn manag adsens inventori it list adsens account payment currenc dismiss alert call delet method googl technolog compani special internet-rel servic product includ onlin advertis technolog search cloud comput softwar hardwar
Enterprise	squirro digit content curat servic scan multipl sourc internet social media channel privat databas intern system relev topic the updat continu automat thi live collect content save share synthes friend colleagu privat workspace.a rest api offer access squirro servic api entiti filter fingerprint folder item preview signal subscript task tempor signal topic
Messaging	mygatesm nigerian bulk sm gateway user send bulk email mygatesm websit api send sm websit applic mygatesm bulk sm resel servic the mygatesm api user send sm check account balanc schedul futur sm perform resel function
eCommerce	wishcloud cdscienc social shop app peopl product sale chang price the wishcloud api develop access integr function wishcloud applic creat applic some api method retriev list retail retriev product list categori manag account
Security	incapsula offer enhanc secur perform featur websit size the incapsula api partner autom custom on-board process support enterpris custom manag multipl site pull system event directli monitor siem system
Payments	mysuit electron bill servic compani busi mexico independ medium compani mysuit author provid digit onlin tax receipt cfdi as result custom mysuit gener deliv receiv store bill manner compli mexican law onlin bill mysuit function access programmat soap api
Security	lionyt lionhardt technolog deliv embedd anti-spam barrier the lionyt api develop function applic the api support http get call pass data encod escap respons json xml format
Tools	hackpad collabor workspac design eas enhanc speed share the hackpad api varieti rest javascript the emb hackpad site rest api user creat pad list pad search pad content pad inspect revis the rest api return json oauth 1.0a authent an account requir servic
eCommerce	the citi reward network combin deal coupon groupon coupons.com yelp live social websit in addit compani 1000 exclus merchant run 3000 daili deal by citi reward network api user gain programmat access local deal exclus e-commerc deal consolid servic
Financial	block explor servic bitcoin block chain data block explor user manag onlin bitcoin currenc onlin wallets.th block explor api develop access integr function data block explor applic some api method access chart block list chart block manag bitcoin transact
eCommerce	cityd onlin retail discount deal hundr local nation busi daili basi you onlin marketplac search deal busi citi deal offer rest api retriev current daili deal api method deal divis authent signup categori coupon respons return json xml format an api key requir
Email	sendgrid cloud-bas email help email spam folder cloud servic scale email demand email analyt track clicks.sendgrid web api custom retriev account statist bounc spam report unsubscrib in addit web api custom creat sub-account control set account oem setup.with sendgrid api develop * get real-tim web hook event bounc click unsubscribes* send multipl email custom plugins* access pars incom email attachments* write plugin alter email deliv mediums* manag subscript resel subus
Mapping	the microsoft bing map distanc matrix api assist calcul travel time distanc many-to-mani scenario option travel-tim histogram
Government	unspsc acronym unit nation standard product servic code code system classifi product servic global ecommerc marketplac the rest web servic unspsc api user code rest soap call
Messaging	wholesal sm uk-bas provid cheap bulk sm servic these wide rang featur includ abil creat templat futur messag schedul autom messag person built-in url shorten pre-send valid report dynam sender id new user credit sign test platform free.th wholesal sm api user access function web-bas platform integr applic wholesal sm white label option brand blend seamlessli applic
Mapping	geoap web servic provid tokyo ga co. ltd it expos gi geograph inform system method map servic geoap soap-bas api distanc address address nearest station straight navig rout api call provid basic map control scroll center address station nearest address return previou map display.th geoap websit api document provid sole japanes
Financial	integr trade network foreign exchang user particip entir fx market autom trade the integr fx insid api broker institut client client access liquid provid price stream the api offer ssl fx 24x7 support an account requir servic
Government	part unit state data.gov interact platform execut api programmat access data execut sign sign presid unit state 1994 2012 avail api request field execut titl public sign citat document execut note url all commun api http respons type json xml csv
Tools	"tinypng file compress servic reduc file size png imag preserv alpha transpar the tinypng api rest call return json user call submit imag compress the api requir ssl api key base level usag free 500 call upper tier price $ 100 month 50,000 imag submiss an account requir servic"
eCommerce	the shopifi storefront api design provid access shopify-gener data custom node shop custom includ item ship address display name node data interfac concern checkout collect applic shop access storefront api includ bill address currenc code it integr ecommerc applic user perform task includ checkout shop cart custom singl product multiproduct data acquisit websit display creation modif exist custom data the api beta releas access graphql endpoint
Enterprise	the allclient api user interact allclient databas allclient web base crm softwar onlin contact manag use api user login allclient 3rd parti system add account interact contact the api rest call respons format xml
Tools	zombiehor.d attent url shorten zombiehor.d programmat access shorten function simpl api 3rd parti applic simpli post url api receiv gener zombiehor.d url respons submit url custom zombiehor.d url creat link
Social	xing social network busi profession over 12 platform job colleagu assign cooper partner expert gener busi idea the xing api develop connect app entir xing network develop access function platform includ access profil convers job contact news the api rest call respons format json
Science	the epa station api monitor locat user-determin geograph bound box the api user pull station locat map return station count geograph detail station
Social	lithium social media monitor servic lithium user provid technic support convers commerc discov brand influenc the lithium commun api custom lithium product integr social commun social data busi intellig websit applic document lithium api request
Telephony	from site with myvox voice-en applic imagin myvox phone microphon hook applic
Reference	the weblaw api develop access weblaws.org oregonlaws.org legal glossari it featur respons json xml offer servic fee
Enterprise	the univers washington person api programmat access uw personnel includ employe student alumni thi includ name univers id employe id student e-mail address phone relev data all resourc privat access requir approv
Tools	the googl servic control api control plane function manag servic log monitor statu check it googl cloud platform infrastructur servic googl api googl cloud endpoint the googl cloud platform build test deploy applic googl infrastructur web mobil backend solut googl cloud help develop build cloud tool applic map devic
Education	the surfnet open educ api aka open onderwij api standard share educ data it product spearhead surfnet collabor institut learn the api facilit share wide rang academ includ cours student mark credit semest schedul develop data build applic
Financial	the hellen bank mass payment api effici transpar mass payment hellen bank sepa swift payment payment valid iso currency.y integr api erp system crm custom easili invoic util payrol payment singl locat multipl beneficiari web mobil app.transact perform secur manner oauth 2 protocol self-regist start test app hellen bank sandbox environ real-tim access account activ sandbox log.hellen bank offer platform financi api compani develop api regist test sandbox environ the api open modular custom experi innov the standard connect system open 3rd parti solut e.g fintech enabl platform partnership integr chains.thes api partner lead innov bank cypru unlock busi model api secur reliabl scalabl api open api non-custom bank multi-curr money movement authent account report start creat realist sandbox environ test idea < /ul
Mapping	the googl direct web servic web servic calcul direct locat rest request direct origin destin waypoint text string e.g chicago il latitude/longitud coordin the direct web servic return multi-part direct seri waypoint thi servic googl map javascript api java client librari
Messaging	utexta bulk sm api program interfac offer utexta develop integr messag servic applic the api enabl custom creat bulk messag send nigeria utexta base nigeria
Enterprise	the servic hire staf shift schedul intend restaur establish it tool manag job post list current staff employe categori assign shift employe api method support retriev list staff staf categori schedul shift assign current staff method support manag job post creat servic retriev job applic submit post open
eCommerce	erpli servic offer softwar servic retail inventori e-commerc site erpli offer servic inventori manag sale po sales.th erpli inventori api develop access erpli inventori function data some api method access product custom edit custom sale
Science	the helioview project open-sourc project design enabl explor sun heliospher the project user view kind featur event includ coron caviti coron jet coron rain erupt filament flare oscil sunspot the helioview project fund esa nasa it dataset access programmat rest api
Messaging	pushetta softwar servic compani focus deliv real time notif broadcast messag subscrib the pushetta api develop integr servic applic with api user creat subscrib purpos messag
Government	canadian develop design compani uproot conjunct citi toronto develop rest-bas api access retriev toronto budget data use web servic advantag method expos function queri databas toronto oper capit budget data.us slice dice data oper data queri depart expenditure/revenu type capit budget data look holist 44 ward toronto addit toronto ward kml overlay googl map incorpor applic mashup thi api return data xml json freeli
Search	ldstech commun site user contribut technolog ld mormon church the gospel librari catalog api mobil devic search content book download user languag platform content the catalog taxonomi content correct user abil download content api the api rest call respons format xml json
Financial	monster onlin financi trade platform it api programmat access resourc function xml api fix api the xml api design trademonst custom creat desktop applic the fix financi inform exchang protocol api user send receiv transact connect comput system trademonst backend detail document request
Travel	qtravel.pl full-text search engin vacat packag provid polish tour oper the qtravel api develop access site search tool book function api featur abil filter sort offer attribut full-text search offer descript the api support http get call return xml format respons
Advertising	adjuggl deal on-demand digit ad serv ad manag the adjuggl api user integr adjuggl servic hous applic 3rd parti servic adjuggl offer custom integr facilit optim usag
Messaging	the messagebird voic messag api develop convert text messag voic messag 20 languag each voic messag identifi uniqu random id check statu voic messag messagebird cloud commun platform sm voic chat api connect 7 billion phone global
Advertising	the ecocoma market api user access method search engin market search engin optim pay click advertis banner advertis e-mail market affili market interact advertis email advertis thi api access soap call xml data format
Payments	thi soap api fort merchant web servic paramet client transact merchant agi transact it creat manag client payment method token search pull transact fort payment pull hierarchi data fort build scalabl secur payment applic in-person onlin mobil recur suit singl sourc payment solut merchant develop
Payments	simpl legal legal bill payment servic in addit send legal bill receiv payment simpl legal scan bill potenti duplic charg fraudul charg alert customer.th simpl legal api develop access integr function simpl legal applic public document api access account servic
Science	treebas databas phylogenet relationship it phylogenet tree data matric relev public taxa morpholog charact sequence-bas charact publish analys treebas rest-bas api user search retriev desir phylogenet programmat
Advertising	tead platform video advertis tead featur solut video advertis content publish network advertisers.th tead api develop access integr function tead applic public document develop contact tead http //teads.tv/ # /contact
Payments	thi api enabl user transact credit card cp credit card cnp environ worldpay function includ custom manag tool manag payment account abil enabl recur bill automat bill custom interv worldpay partner payment process help busi accept payment type in-person onlin on-the-go
Enterprise	supertext languag translat servic 300 select translat editor author proofread servic offer supertext revis proofread text creation translat adapt the api user quot submit job it rest call respons format xml json
Reference	thirukkur simpl quot servic the origin thirukkur collect 1330 tamil couplet aspect life the servic thirukkur nativ tamil languag english translat the api user send queri fetch kural base paramet includ kural return it rest call respons format xml json
Enterprise	indice busi data analyt servic base vancouv busi user technolog requir access spread multipl applic the indice api user access bi platform servic report data model data manag solut the api rest call return xml for authent indice api ssl oauth
Travel	flyontim resourc travel search access flight time delay secur wait time weather flyontim us govern data publicli suppli data flight user contribut secur wait time mobil site twitter.th flyontim api user access data flyontim airlin flight flight rout airport
Social	gnip onlin provid social data it custom data gather social media websites/sourc gnip usag report featur gnip user consumpt data gnip custom account it ideal featur programmat access activ consumpt publish product the gnip usag api develop integr servic applic enabl access programmat individu activ
Payments	payment rail next-gener api-first payout platform enabl busi send payment individu compani 220 countri currenc payment method through power api busi access payment rail global bank intern ach faster payment system real-tim network pay-as-you-go basi setup costs.pay rail simplifi global mass payout onlin marketplac on-demand share economi platform ad network affili platform app store grow busi intern payout
Financial	the xignitenav api develop access net asset valu nav data u.s. mutual fund thi data updat daili day intend facilit analysi mutual fund perform thi api provid xignit lead provid market data cloud solut document request
Messaging	smstrade servic send receiv sm messag intern they offer sm gateway servic provid bulk sm capabl http email integr sm recept web payment system 60 countries.th major smstrade api http limit soap servic api method ssl the api function send receiv messag account manag report bulk time-delay messag there document support send messag intern characters.pleas note major site document english .eu portal content german .de site
Education	the servic standard manag dutch school profici test svt it cover test mathemat arithmet read technic profici comprehens read materi the servic school educ institut netherlandsapi method support manag institut account list test product complet purchas licens test institut student
Mapping	servic new brunswick snb onlin servic portal canadian provinc new brunswick it offer tool includ geonb coordin transform servic ct geonb ct capabl transform coordin datum map project commonli new brunswick user access servic programmat xml-base soap call
Social	bottlenos live social intellig platform bottlenos featur analyz activ major social network user search monitor analyz target engag audienc real-tim the bottlenos api develop access integr function bottlenos applic creat applic public document develop sign http //bottlenose.com/developer/signup
Tools	web scrape master api retriev data content websit internet the api develop access integr function web scrape master applic the main api method retriev data content websit
Tools	use googl app engin platform web app googl infrastructur scalabl system googl applic use platform app reliabl heavi load data the environ dynam web serv persist storag queri sort transact automat scale load balanc api authent user send email googl account local test environ googl app engin app implement python program languag support python standard librari app engin unveil languag java thi releas includ java runtim integr googl web toolkit googl plugin eclips end-to-end java solut ajax web applic
eCommerce	the indix product api rest programmat access offer catalog product easili integr ecommerc platform busi system product manag system your call indix product api return product metadata json format 25 endpoint
Social	coderbit social profession network softwar develop design build knowledg portfolio automat pull profil data 60+ sourc includ github stack overflow dribbbl code school portfolio built sourc code packag design educ organ coderbit featur award system badg core trait score design fun encourag person growth.th coderbit profil api expos profil metadata provid simpl json endpoint profil the api support request handl link extern account the api accept http get call support jsonp callback
Transportation	trafiklab onlin commun api public transport sweden.th trafiklab gtf sweden data plan public transport sweden it provid transit feed specif standard develop googl
Reference	spellchecker.net spell-check product web-appl the spellcheck api develop integr spell-check function applic the api rest call respons format xml json
Tools	from site allow user implement link optim servic parti applic servic the api simpl custom css html attribut
eCommerce	iceberg marketplac white label cloud-bas retail platform integr user cm ecommerc platform api iceberg modul handl payment gateway configur flow inventori manag financi transact manag iceberg marketplac offer connector magento prestashop shopifi xml csv
Social	the concept ingestur provid user web servic share light-weight social messag gener social semant url share gestur metadata annotations.th api intend parti social network blog the root ingestur domain display activ log particu gestur connect aggreg web content gestur youtub video flickr imag furthermor metadata includ geoloc contextu url media attach qr code tag includ ingestur object
Tools	the slack scim api tool sso partner provis manag user account the slack scim api creat user updat user updat membership delet user the scim api slack team plu plan slack messag applic develop manag team commun
Social	the crimson hexagon api integr social data measur web servic mobil applic it json format & rest style http endpoint authent token expir 24 hour increas secur crimsom hexagon analyz social media sentiment analysi data avenu
Messaging	burst sm singapor bulk sm messag servic easi send bulk sm manag sm market campaign singapor featur servic messag person field auto bounc manag databas clean automat manual opt-out sm templates.burst sm offer rest api enabl develop integr abil send receiv sm applic api method sm list number transact email keyword
Security	the trustar api offer access trustar asset includ report indic tag enclav json format enclav permission-control data repositori secur the api employ oauth 2.0 api key authent trustar threat intellig fraud prevent provid develop tool privat enterpris share
Telephony	groupflier platform set commun user set share text messag voicemail confer call the groupflier api develop integr function groupflier applic some api method creat manag find manag manag creat messag access account
Security	the browserobject browser detect web servic host programm xml web servic instant detect onlin visitor web browser fraudlab develop market support score system onlin onlin credit card transact user provid browserobject visitor web browser user agent string browser object browser detect web servic analyz return web browser the api soap protocol respons format xml
Messaging	way2easy.in indian bulk sm servic it unicod support region languag automat remov duplic dnd do not disturb send list develop integr way2easy.in sm gateway rest smpp ftp call send receiv messag programmat
Social	talentbin data social recruit tool web develop job they crawl site person reduc distinct ident store maintain passiv candid databas implicit web resum their api develop access person catalog ident locat skill compani it rest api return data json jsonp xml
Science	thi rest api third-parti applic retriev data store bigsdb databas send submiss databas curat pubmlst public databas molecular type microbi genom divers
Video	traileraddict offer movi trailer high-definit user abil emb trailer hd traileraddict user trailer film genr actor actress the traileraddict api develop abil emb trailer variabl width offset trailer count trailer film the api rest call respons format xml
Financial	thi api ofac score evalu close individu citi countri input field match entri ofac sdn list the watch list screen api ofac statu repres visanet process individu cross-bord oct transact visa direct push payment elig visa account fund transfer varieti sourc abil api insid atm mobil web in-branch applic it payment servic peopl 鈥?push money 1 billion visa account origin credit transact oct visa direct consum busi applic money transfer prepaid load credit card bill pay fund disburs
Education	instructur provid educ learn softwar solut the instructur canva file api support manag file folder the api requir token authent return json-format respons the api beta releas
Video	stormswiftmedia.com mobil video distribut platform send consum video messag mobil devic the stormswift api user retriev video stormswiftmedia.com includ titl descript publish the api return json format access api token
Financial	rest trade stream api autom trade build integr creat trade app market-lead spread bet cfd technolog
Email	use bronto api email market campaign integr bronto bronto main site reliabl proactiv custom servic support
Tools	webthumbnail.org free webservic captur websit screenshot user simpli enter url form gener code embed thumbnail imag websit the webthumbnail.org api develop interfac autom screenshot captur display imag output format request png jpg gif
Mapping	amenimap collect offlin android map amen locat citi worldwid the amenimap api return locat amen coordin amen type toilet atm bank post offic bakeri bar bicycl rental cafe public drink water pharmaci playground subway entranc
Education	learn ag educ marketplac profession onlin learn materi servic it onlin educ platform connect individu provid web the elearn ag cloud rest api develop integr servic applic with api integr user applic servic offer elearn ag
Financial	litecoinscout detail litecoin mine trade the litecoinscout api user public key hash encod address check address valid version prefix hash encod address current block 160-bit hash public key address version prefix hash statist difficulti network power amount currenc mine address chain address hash
Transportation	limo anywher reserv account manag system design mid-siz limo oper limo anywher abil check avail schedul respond quot request accept onlin farm-in reserv desktop laptop mobil phone custom abil book onlin request price quot access histor data directli websit limo anywher api third-parti develop the api develop integr parti applic limo anywher servic develop request access api document
Financial	mobileminerapp user monitor control bitcoin litecoin cryptocurr mine rig remot the mobileminerapp api rest call return json user queri mine statist execut command pool user api key
Education	brainmeasur test certif servic help employ screen hire candid user develop certif profession credenti the brainmeasur api integr test screen servic third-parti applic brainmeasur offer technician addit cost aid integr upkeep api an account requir servic
Payments	the setpay api develop quick safe add payment option flow applic setpay offer conveni accept credit card payment time smartphon tablet card reader setpay
Messaging	from site celltrust mobil solut technolog wide rang applic enterpris applic content manag system add mobil channel exist websit technolog our smtp api integr applic email simpli send email convert sm
Enterprise	intileri servic saa customer-engag market technolog thi technolog user add tag websit record analyz user behavior market channels.th intileri api develop access custom data site send extra with api develop track user event pageview
Enterprise	use dojo learn api access lesson user data dojo learn elearn platform compani trainer creat deliv sell train the dojo learn servic extern client access manipul dojo data layer the api current dojo user free paid user account
Mapping	the microsoft bing map truck rout api return vehicl data vehicl exceed standard size speed limit legal requir transport includ hazard materi road restrict
Government	datagm data greater manchest joint project public sector organ data greater manchest england easili discover usabl dataset public transport schedul cycl locker locat censu birth crime librari datagm power ckan comprehens knowledg archiv network datagm data access rest ckan api
Mapping	spamid.net ip address geoloc databas the ip locat api user send ip address onlin visitor physic locat it rest interfac respons format xml
Travel	deutsch bahn lead passeng logist compani oper 130 countri the api wrapper rest-styl webservic bahn.d the function implement retriev station name list connect station defin day list connect station repeat daili make ticket reserv book ticket respons format json
Government	the servic subscrib access provid denial list servic highlight compani locat prohibit receiv export technolog provid the u.s. govern restrict individu compani provid servic buyer countri specif buyer buyer restrict countri the denial list appli product categori export licens requir nuclear technologies.api method support gener denial list restrict buyer specif product servic locat countri the api return summari comprehens denial list
Messaging	the blue it market sa sm api provid messag tool market applic the api cloud base return json payload contact detail messag statu respons associ account
Science	thi data servic combin interfac access download scientif dataset subset oceanographi common file format typic involv chart map erddap singl format access multipl repositori servic reformat interact remot server host desir data.api method support retriev list resourc url resourc categori dataset metadata describ resourc method full-text advanc search dataset
Telephony	the web telephoni api mozilla enabl web content handl phone call javascript code web content manag call function dial answer reject hold resum per provid api specif stabil
Government	7-elect 7-eleven presidenti poll 7-eleven custom vote favorit candid choos blue coffe cup obama red coffe cup romney the coffe cup sale 7-eleven elect api pre-mad widget develop access integr data applic creat applic document registr
Tools	trustlink tool format unformat text add link text it offer list link keyword the trustlink api develop access integr function trustlink applic the main api method retriev link text post text
Enterprise	reppifi offer onlin background screen servic the reppifi api enabl develop interact reppifi web site programmat thi api design enabl user integr reppifi applic it manag reppifi work-flow creat job call userlist web api add candid call user reppifi api send invit request candid score the api rest call respons format xml
Messaging	use api access telemessag rest api call api http return json authent http basic auth telemessag busi messag app send secur messag colleagu thi api user send messag receiv notif statu messag see api document code sampl detail instruct start
Video	sightcal platform-as-a-servic offer browser-centr javascript api enhanc webrtc enabl easier implement real time cloud-bas video conferenc the api develop initi video call browser abil share screen transfer file with standard mind sightcal elimin video plugin flash java silverlight sightcal offer code exampl document sdk android io
